Learning Rate	Train Loss	Test Loss	TrainLoss Interior	TrainLoss Bndry	Trainloss Init	Trainloss Shock	
0.01000000	14.19552019	0.00190144	0.02537525	0.00380199	0.01059261	0.00130167	
0.01000000	13.91364741	0.00183804	0.02448794	0.00358879	0.01032209	0.00122654	
0.01000000	13.83574895	0.00176160	0.02425305	0.00331163	0.01028539	0.00116623	
0.01000000	13.37877169	0.00171820	0.02395696	0.00312251	0.00995964	0.00106342	
0.01000000	13.28411034	0.00164036	0.02353695	0.00288654	0.00994617	0.00102756	
0.01000000	12.83227946	0.00158354	0.02335447	0.00269288	0.00960934	0.00096773	
0.01000000	12.80475512	0.00153661	0.02299407	0.00256104	0.00965650	0.00089480	
0.01000000	12.94918278	0.00148857	0.02301757	0.00236744	0.00970834	0.00087545	
0.01000000	12.13425448	0.00145863	0.02287528	0.00222883	0.00930185	0.00082475	
0.01000000	11.73870386	0.00141932	0.02292276	0.00211033	0.00902460	0.00075904	
0.01000000	11.95928831	0.00139582	0.02310432	0.00197189	0.00906228	0.00074944	
0.01000000	11.38835876	0.00136061	0.02308137	0.00182071	0.00867711	0.00073604	
0.01000000	11.23894610	0.00134069	0.02338322	0.00174874	0.00866785	0.00066534	
0.01000000	11.15255125	0.00132647	0.02357562	0.00166259	0.00844737	0.00065251	
0.01000000	10.66878149	0.00130400	0.02398738	0.00154111	0.00816531	0.00063479	
0.01000000	10.41331528	0.00128964	0.02393233	0.00148997	0.00800840	0.00060268	
0.01000000	10.26043244	0.00127518	0.02443135	0.00138376	0.00783962	0.00059868	
0.01000000	10.12472979	0.00125778	0.02494167	0.00130446	0.00773026	0.00057792	
0.01000000	9.95384001	0.00125055	0.02534970	0.00126540	0.00765967	0.00054468	
0.01000000	9.62784696	0.00123595	0.02562907	0.00121171	0.00738136	0.00052873	
0.01000000	9.41407727	0.00122704	0.02604661	0.00117246	0.00733354	0.00049342	
0.01000000	9.41175838	0.00122399	0.02667655	0.00113535	0.00726156	0.00048432	
0.01000000	9.21682358	0.00121745	0.02686238	0.00111691	0.00723346	0.00045037	
0.01000000	9.21343232	0.00121608	0.02708100	0.00106596	0.00716000	0.00043545	
0.01000000	9.06524870	0.00120923	0.02801518	0.00099850	0.00696859	0.00046042	
0.01000000	8.89478513	0.00120617	0.02822232	0.00097384	0.00691159	0.00043384	
0.01000000	8.65775460	0.00119874	0.02834005	0.00097244	0.00682503	0.00039053	
0.01000000	8.82771456	0.00119168	0.02885734	0.00093619	0.00679710	0.00038603	
0.01000000	8.63719904	0.00118539	0.02935846	0.00090596	0.00675114	0.00037608	
0.01000000	8.66646884	0.00118160	0.02922916	0.00088712	0.00663656	0.00037977	
0.01000000	8.38395768	0.00117283	0.02947186	0.00086779	0.00648329	0.00036022	
0.01000000	8.31447610	0.00117734	0.03006312	0.00084524	0.00648371	0.00036043	
0.01000000	8.18377964	0.00115489	0.03017069	0.00088100	0.00643922	0.00031239	
0.01000000	8.18612374	0.00114297	0.03021517	0.00082702	0.00635631	0.00035342	
0.01000000	8.02768851	0.00113680	0.03027814	0.00078890	0.00622139	0.00037102	
0.01000000	7.95087174	0.00113018	0.03067015	0.00080188	0.00626376	0.00032027	
0.01000000	7.98506587	0.00111390	0.03082913	0.00076873	0.00624340	0.00031887	
0.01000000	7.82249673	0.00110765	0.03061363	0.00075007	0.00609688	0.00033595	
0.01000000	7.74622137	0.00110187	0.03046232	0.00074759	0.00600148	0.00030380	
0.01000000	7.66561941	0.00107712	0.03107965	0.00072128	0.00606048	0.00030106	
0.01000000	7.44207296	0.00107654	0.03124700	0.00069568	0.00577683	0.00033304	
0.01000000	7.54986664	0.00105879	0.03072613	0.00071992	0.00594669	0.00027945	
0.01000000	7.57710665	0.00105293	0.03097490	0.00066823	0.00581488	0.00033738	
0.01000000	7.46236333	0.00103679	0.03124180	0.00066638	0.00585558	0.00028598	
0.01000000	7.15394695	0.00103180	0.03115646	0.00064137	0.00559571	0.00030327	
0.01000000	7.22842110	0.00101638	0.03098890	0.00064592	0.00564614	0.00028401	
0.01000000	7.16221147	0.00100498	0.03110740	0.00063237	0.00562330	0.00028553	
0.01000000	7.10856848	0.00101153	0.03131025	0.00059999	0.00545865	0.00033411	
0.01000000	6.79245709	0.00098214	0.03113478	0.00063034	0.00540901	0.00026718	
0.01000000	6.93281108	0.00098503	0.03113137	0.00058286	0.00536584	0.00032105	
0.01000000	6.94745979	0.00096379	0.03120843	0.00058431	0.00536167	0.00027813	
0.01000000	6.96828866	0.00096357	0.03137726	0.00055357	0.00532781	0.00030814	
0.01000000	6.75090092	0.00094697	0.03107227	0.00056903	0.00532643	0.00027466	
0.01000000	6.72936559	0.00094083	0.03121090	0.00053768	0.00530123	0.00029743	
0.01000000	6.57834388	0.00093882	0.03110153	0.00053151	0.00512952	0.00029456	
0.01000000	6.58024958	0.00091389	0.03124387	0.00053541	0.00513269	0.00028818	
0.01000000	6.49745872	0.00090538	0.03121817	0.00053624	0.00511140	0.00029802	
0.01000000	6.52083673	0.00091342	0.03126836	0.00050997	0.00495306	0.00032717	
0.01000000	6.34581564	0.00089551	0.03148707	0.00051992	0.00489482	0.00030476	
0.01000000	6.33411463	0.00088329	0.03092299	0.00050148	0.00493654	0.00029003	
0.01000000	6.28842687	0.00087565	0.03136948	0.00048600	0.00484157	0.00030962	
0.01000000	6.16313890	0.00086836	0.03119168	0.00046630	0.00479063	0.00030738	
0.01000000	6.21721499	0.00086705	0.03122762	0.00045765	0.00475534	0.00032149	
0.01000000	6.07441480	0.00085236	0.03133511	0.00044699	0.00466364	0.00029869	
0.01000000	6.05194290	0.00084474	0.03118819	0.00043897	0.00469389	0.00030486	
0.01000000	6.01255814	0.00083740	0.03128609	0.00043471	0.00458924	0.00031391	
0.01000000	5.99456226	0.00083496	0.03137184	0.00043241	0.00454018	0.00032916	
0.01000000	5.95650042	0.00084312	0.03105209	0.00041879	0.00458263	0.00033985	
0.01000000	5.77485967	0.00082025	0.03136938	0.00040713	0.00444016	0.00032629	
0.01000000	5.79303187	0.00081628	0.03129693	0.00040074	0.00439790	0.00032118	
0.01000000	5.74394497	0.00080599	0.03105144	0.00039142	0.00437520	0.00032132	
0.01000000	5.51395356	0.00080194	0.03136537	0.00038302	0.00419255	0.00033291	
0.01000000	5.67246884	0.00082108	0.03144870	0.00037984	0.00428960	0.00035616	
0.01000000	5.69705781	0.00081880	0.03095038	0.00041707	0.00425747	0.00037639	
0.01000000	5.56586598	0.00078464	0.03116396	0.00037754	0.00419125	0.00034304	
0.01000000	5.49595529	0.00077728	0.03132363	0.00034666	0.00415899	0.00034303	
0.01000000	5.47360930	0.00077151	0.03121484	0.00035497	0.00408591	0.00034239	
0.01000000	5.32834277	0.00076575	0.03115544	0.00034935	0.00401968	0.00037031	
0.01000000	5.30891580	0.00077120	0.03108884	0.00035042	0.00397643	0.00036504	
0.01000000	5.42162542	0.00075701	0.03151968	0.00037316	0.00402353	0.00040082	
0.01000000	5.40695030	0.00075125	0.03102626	0.00035145	0.00405294	0.00037691	
0.01000000	5.20994918	0.00074428	0.03099608	0.00034862	0.00388156	0.00038175	
0.01000000	5.26767352	0.00074252	0.03137708	0.00032312	0.00394334	0.00038095	
0.01000000	5.21890358	0.00073852	0.03094314	0.00032541	0.00390178	0.00037470	
0.01000000	5.13270476	0.00073274	0.03103685	0.00029575	0.00384706	0.00038608	
0.01000000	5.04655803	0.00073145	0.03113670	0.00028946	0.00374833	0.00037182	
0.01000000	5.09795363	0.00072545	0.03097658	0.00029199	0.00377311	0.00036958	
0.01000000	5.00291849	0.00073832	0.03098296	0.00030848	0.00369277	0.00039379	
0.01000000	4.92711531	0.00073952	0.03105646	0.00028416	0.00364313	0.00039332	
0.01000000	4.93295029	0.00071667	0.03118774	0.00029731	0.00363608	0.00038541	
0.01000000	5.02836897	0.00071608	0.03090420	0.00028306	0.00367385	0.00039100	
0.01000000	4.89533729	0.00070627	0.03091963	0.00030747	0.00361496	0.00040671	
0.01000000	5.34802994	0.00091327	0.03151059	0.00067231	0.00383977	0.00067895	
0.01000000	7.51645825	0.00106701	0.03056690	0.00253583	0.00493683	0.00181615	
0.01000000	10.78071187	0.00073279	0.03226231	0.00352464	0.00554443	0.00253379	
0.01000000	5.46771118	0.00074948	0.03077359	0.00093114	0.00399681	0.00080590	
0.01000000	5.10365915	0.00070001	0.03041585	0.00051330	0.00370927	0.00049733	
0.01000000	5.04474143	0.00069166	0.02960645	0.00057326	0.00375142	0.00055239	
0.01000000	4.98424246	0.00068099	0.02984200	0.00042936	0.00359705	0.00043630	
0.01000000	4.89530220	0.00067614	0.02956147	0.00040884	0.00362612	0.00043464	
0.01000000	4.85364249	0.00067544	0.02978124	0.00035837	0.00351257	0.00042603	
0.01000000	4.82842782	0.00067886	0.03000140	0.00030773	0.00348883	0.00041177	
0.01000000	4.67574675	0.00069151	0.03026705	0.00028318	0.00339137	0.00040738	
0.01000000	4.67103661	0.00069524	0.03054693	0.00025086	0.00342785	0.00039776	
0.01000000	4.54176230	0.00068828	0.03029528	0.00025351	0.00333283	0.00038855	
0.01000000	4.50496095	0.00067927	0.03058216	0.00027704	0.00331014	0.00040478	
0.01000000	4.65842823	0.00068230	0.03044641	0.00034589	0.00337861	0.00045590	
0.01000000	4.63699645	0.00071313	0.03085237	0.00033284	0.00333123	0.00046604	
0.01000000	4.35381362	0.00070241	0.03058785	0.00024223	0.00315107	0.00040264	
0.01000000	4.35365196	0.00069086	0.03052165	0.00021332	0.00317463	0.00037841	
0.01000000	4.37964626	0.00065718	0.03067700	0.00023916	0.00313189	0.00041570	
0.01000000	4.34347493	0.00067284	0.03056667	0.00019031	0.00315703	0.00037840	
0.01000000	4.38083337	0.00065142	0.03065585	0.00021482	0.00315929	0.00040258	
0.01000000	4.16160732	0.00064193	0.03057423	0.00021666	0.00300323	0.00040243	
0.01000000	4.36932042	0.00070230	0.03098605	0.00034908	0.00306890	0.00051422	
0.01000000	4.32894717	0.00077077	0.03088960	0.00028126	0.00307785	0.00045025	
0.01000000	4.91489558	0.00063509	0.03037428	0.00063170	0.00329443	0.00068028	
0.01000000	4.18935512	0.00064880	0.03087098	0.00019301	0.00299720	0.00039670	
0.01000000	4.06302121	0.00072189	0.03050978	0.00019114	0.00295797	0.00038706	
0.01000000	4.39199089	0.00062717	0.03047052	0.00037457	0.00308367	0.00051227	
0.01000000	4.31637007	0.00066552	0.03066518	0.00029762	0.00299767	0.00045985	
0.01000000	3.95182638	0.00066501	0.03056452	0.00016901	0.00287857	0.00036773	
0.01000000	3.95494686	0.00062903	0.03027102	0.00019184	0.00285113	0.00038237	
0.01000000	3.90496389	0.00062516	0.03051657	0.00018262	0.00277493	0.00037638	
0.01000000	4.41400390	0.00098173	0.03113185	0.00068822	0.00307802	0.00075192	
0.01000000	8.77467934	0.00147250	0.03087343	0.00426454	0.00543424	0.00311690	
0.01000000	16.50008370	0.00060479	0.03399261	0.00637101	0.00675875	0.00478934	
0.01000000	6.53851932	0.00062455	0.03075653	0.00167808	0.00396739	0.00138768	
0.01000000	5.49741140	0.00073225	0.02964937	0.00105889	0.00348478	0.00084669	
0.01000000	5.40744190	0.00062203	0.02913610	0.00097070	0.00338975	0.00086865	
0.01000000	4.29825004	0.00065264	0.02905427	0.00037585	0.00293832	0.00057078	
0.01000000	3.97802765	0.00071253	0.02854717	0.00029838	0.00279097	0.00043356	
0.01000000	3.88474331	0.00063013	0.02848162	0.00025131	0.00276942	0.00036935	
0.01000000	3.79695787	0.00062698	0.02900230	0.00018120	0.00272774	0.00032760	
0.01000000	3.77335764	0.00063098	0.02916005	0.00017334	0.00272769	0.00033924	
0.01000000	3.62962397	0.00063291	0.02925104	0.00016803	0.00261420	0.00035102	
0.01000000	3.64221911	0.00064050	0.02957868	0.00014831	0.00262429	0.00034827	
0.01000000	3.56376391	0.00064106	0.02959718	0.00015786	0.00254661	0.00035222	
0.01000000	3.62993849	0.00066549	0.02968332	0.00015748	0.00258387	0.00035415	
0.01000000	3.61044631	0.00069154	0.02968445	0.00016470	0.00255345	0.00036743	
0.01000000	3.50638758	0.00063445	0.02945084	0.00015667	0.00252852	0.00034903	
0.01000000	3.54148939	0.00061188	0.02960841	0.00014344	0.00254868	0.00032916	
0.01000000	3.45253981	0.00060208	0.02968105	0.00013774	0.00247597	0.00032247	
0.01000000	3.38725834	0.00059006	0.02945482	0.00014042	0.00246159	0.00032119	
0.01000000	3.50377389	0.00058126	0.02983120	0.00014401	0.00249108	0.00032522	
0.01000000	3.41592822	0.00057865	0.02947769	0.00015732	0.00245901	0.00033862	
0.01000000	3.37935472	0.00057570	0.02976995	0.00015203	0.00240681	0.00034784	
0.01000000	3.38750288	0.00058030	0.02967443	0.00013894	0.00242690	0.00032452	
0.01000000	3.34751818	0.00057415	0.02949427	0.00014357	0.00235360	0.00032547	
0.01000000	3.33639797	0.00058028	0.02986228	0.00013432	0.00236974	0.00031336	
0.01000000	3.23240923	0.00060492	0.02960066	0.00011576	0.00229455	0.00031705	
0.01000000	3.19682035	0.00059696	0.02967549	0.00010742	0.00229652	0.00029989	
0.01000000	3.15824703	0.00062855	0.02968674	0.00010777	0.00225565	0.00030877	
0.01000000	3.18205417	0.00058171	0.02941281	0.00013536	0.00224952	0.00031017	
0.01000000	3.13713747	0.00058446	0.02965060	0.00011182	0.00223184	0.00029862	
0.01000000	3.06999966	0.00057006	0.02953787	0.00011465	0.00220657	0.00030323	
0.01000000	3.10338483	0.00057144	0.02958859	0.00011397	0.00218937	0.00030054	
0.01000000	3.10183448	0.00059403	0.02946426	0.00014419	0.00218241	0.00032146	
0.01000000	3.03801177	0.00060200	0.02964884	0.00010893	0.00216404	0.00028833	
0.01000000	3.03003757	0.00060448	0.02927009	0.00010486	0.00217361	0.00028746	
0.01000000	2.94209619	0.00056281	0.02915563	0.00012721	0.00209654	0.00029893	
0.01000000	3.06404180	0.00060498	0.02941500	0.00015299	0.00213117	0.00032258	
0.01000000	2.99386508	0.00076008	0.02945166	0.00025041	0.00216401	0.00039201	
0.01000000	3.82691195	0.00055374	0.02910834	0.00067841	0.00244587	0.00070189	
0.01000000	3.60005424	0.00066744	0.02948739	0.00050170	0.00227270	0.00057631	
0.01000000	2.94154182	0.00063717	0.02894976	0.00014113	0.00204672	0.00029924	
0.01000000	3.08331564	0.00054458	0.02886204	0.00029253	0.00213979	0.00039248	
0.01000000	3.43810806	0.00075035	0.02927829	0.00051538	0.00226720	0.00058914	
0.01000000	3.48874630	0.00055956	0.02886874	0.00040903	0.00221860	0.00049359	
0.01000000	2.81606097	0.00054197	0.02874402	0.00021033	0.00201576	0.00032512	
0.01000000	3.71841802	0.00079418	0.02921689	0.00071872	0.00234303	0.00074914	
0.01000000	4.07227850	0.00054279	0.02882516	0.00090131	0.00247593	0.00085013	
0.01000000	3.34988622	0.00052976	0.02883276	0.00037140	0.00207132	0.00046370	
0.01000000	3.20740949	0.00070563	0.02890157	0.00050705	0.00215564	0.00057057	
0.01000000	3.18460364	0.00053986	0.02828804	0.00034524	0.00206489	0.00041527	
0.01000000	2.61021018	0.00053586	0.02833027	0.00011411	0.00186642	0.00026217	
0.01000000	2.69598148	0.00058513	0.02843586	0.00017924	0.00187189	0.00031363	
0.01000000	2.59161461	0.00062371	0.02826656	0.00011067	0.00183532	0.00025117	
0.01000000	3.04577176	0.00052929	0.02812737	0.00040804	0.00205003	0.00047173	
0.01000000	3.11643508	0.00062353	0.02857131	0.00042450	0.00199153	0.00051052	
0.01000000	2.60657621	0.00059269	0.02806213	0.00012334	0.00179922	0.00024950	
0.01000000	2.78681730	0.00055923	0.02813487	0.00039025	0.00195469	0.00043986	
0.01000000	4.44695139	0.00092201	0.02902556	0.00131023	0.00257606	0.00124560	
0.01000000	5.42092820	0.00055201	0.02814864	0.00172694	0.00285634	0.00147919	
0.01000000	3.27860741	0.00050326	0.02813317	0.00041139	0.00194106	0.00048435	
0.01000000	3.03448206	0.00058541	0.02787993	0.00045481	0.00197721	0.00050882	
0.01000000	2.52801321	0.00067992	0.02777106	0.00028699	0.00179502	0.00037798	
0.01000000	2.96648848	0.00057951	0.02759129	0.00031490	0.00185469	0.00039036	
0.01000000	2.68487929	0.00050654	0.02736136	0.00032642	0.00182630	0.00038712	
0.01000000	2.41922942	0.00050595	0.02745884	0.00014115	0.00167600	0.00027475	
0.01000000	2.47397164	0.00055594	0.02741882	0.00015998	0.00166908	0.00027580	
0.01000000	2.26027279	0.00054429	0.02738091	0.00009011	0.00159195	0.00020694	
0.01000000	2.31541228	0.00051656	0.02725112	0.00011423	0.00162030	0.00023411	
0.01000000	2.30078318	0.00052342	0.02726578	0.00009558	0.00158954	0.00021225	
0.01000000	2.20296171	0.00054838	0.02725496	0.00009560	0.00153549	0.00021456	
0.01000000	2.25157899	0.00051656	0.02720092	0.00011897	0.00156941	0.00022881	
0.01000000	2.20064886	0.00054795	0.02724443	0.00008773	0.00153579	0.00021136	
0.01000000	2.14191440	0.00051428	0.02710979	0.00009680	0.00151566	0.00021286	
0.01000000	2.21251203	0.00056678	0.02724525	0.00013429	0.00151753	0.00023894	
0.01000000	2.03400196	0.00055024	0.02700373	0.00008939	0.00144026	0.00020238	
0.01000000	2.09222567	0.00051169	0.02702682	0.00011101	0.00148715	0.00021400	
0.01000000	2.38863404	0.00066829	0.02709679	0.00031432	0.00159713	0.00038841	
0.01000000	3.59443739	0.00087943	0.02695705	0.00140292	0.00231032	0.00125087	
0.01000000	17.27152450	0.00276447	0.03324031	0.01077304	0.00878326	0.00927218	
0.01000000	18.33290888	0.00124206	0.02984414	0.00693447	0.00620133	0.00551624	
0.01000000	8.44939753	0.00049945	0.02751497	0.00291203	0.00340795	0.00286340	
0.01000000	3.40663361	0.00050293	0.02596510	0.00083453	0.00207115	0.00068261	
0.01000000	3.98197753	0.00040624	0.02551506	0.00099082	0.00216619	0.00098596	
0.01000000	2.71889759	0.00061218	0.02499818	0.00031904	0.00168900	0.00046105	
0.01000000	2.61894621	0.00043544	0.02438018	0.00036567	0.00169867	0.00040498	
0.01000000	2.28997423	0.00041097	0.02421831	0.00019656	0.00160062	0.00025118	
0.01000000	2.17773437	0.00053040	0.02455135	0.00012841	0.00149444	0.00024911	
0.01000000	2.12436463	0.00045955	0.02453448	0.00013428	0.00145692	0.00024508	
0.01000000	2.04489324	0.00042116	0.02448186	0.00011674	0.00144190	0.00021346	
0.01000000	2.05245596	0.00046284	0.02467619	0.00009504	0.00139266	0.00022807	
0.01000000	1.97276039	0.00046589	0.02463077	0.00007254	0.00136693	0.00020095	
0.01000000	1.92424904	0.00044659	0.02460217	0.00006683	0.00134026	0.00018160	
0.01000000	1.87811830	0.00045160	0.02467290	0.00005725	0.00130844	0.00017377	
0.01000000	1.81971254	0.00045144	0.02479646	0.00005868	0.00127311	0.00017425	
0.01000000	1.79608469	0.00044296	0.02466630	0.00005641	0.00126896	0.00016161	
0.01000000	1.76192549	0.00043985	0.02468805	0.00006030	0.00122489	0.00016890	
0.01000000	1.75546451	0.00045839	0.02462684	0.00006162	0.00121441	0.00017080	
0.01000000	1.71840518	0.00046120	0.02469758	0.00006281	0.00120399	0.00016691	
0.01000000	1.69009962	0.00046560	0.02456335	0.00006022	0.00119012	0.00015797	
0.01000000	1.66392053	0.00044469	0.02442738	0.00006339	0.00115384	0.00015102	
0.01000000	1.60365654	0.00044867	0.02454380	0.00005922	0.00114227	0.00015034	
0.01000000	1.61540977	0.00045537	0.02446991	0.00005869	0.00111303	0.00015199	
0.01000000	1.60182698	0.00045189	0.02439757	0.00005915	0.00110826	0.00014854	
0.01000000	1.58210167	0.00045043	0.02442845	0.00008005	0.00111938	0.00016254	
0.01000000	1.54553564	0.00043510	0.02418256	0.00006967	0.00107778	0.00014202	
0.01000000	1.51444676	0.00043427	0.02412869	0.00006008	0.00105916	0.00013565	
0.01000000	1.49032917	0.00043001	0.02406175	0.00005757	0.00103875	0.00013886	
0.01000000	1.50202996	0.00043110	0.02403253	0.00005868	0.00104920	0.00013702	
0.01000000	1.45157251	0.00043015	0.02390921	0.00005890	0.00101580	0.00013050	
0.01000000	1.44763855	0.00043106	0.02372852	0.00006057	0.00102637	0.00013043	
0.01000000	1.40621475	0.00044002	0.02379656	0.00005846	0.00098286	0.00013206	
0.01000000	1.43509383	0.00043797	0.02353567	0.00006654	0.00099412	0.00013233	
0.01000000	1.39373244	0.00044216	0.02366580	0.00006427	0.00097038	0.00013259	
0.01000000	1.40399663	0.00043757	0.02351127	0.00007854	0.00096885	0.00014051	
0.01000000	1.42114182	0.00044781	0.02343273	0.00010622	0.00099157	0.00017231	
0.01000000	1.41881883	0.00043543	0.02331400	0.00009889	0.00097729	0.00015131	
0.01000000	1.36177469	0.00042370	0.02327081	0.00006767	0.00093174	0.00012028	
0.01000000	1.29415202	0.00042061	0.02312855	0.00006260	0.00090986	0.00012010	
0.01000000	1.26953464	0.00041911	0.02310932	0.00005517	0.00088591	0.00010977	
0.01000000	1.26832369	0.00041039	0.02291711	0.00005914	0.00088184	0.00011585	
0.01000000	1.24459159	0.00040699	0.02282703	0.00005590	0.00087566	0.00010728	
0.01000000	1.24410679	0.00040238	0.02271498	0.00006180	0.00086755	0.00011580	
0.01000000	1.20801875	0.00040685	0.02260639	0.00005184	0.00084362	0.00010042	
0.01000000	1.21686641	0.00039264	0.02243290	0.00006111	0.00086288	0.00010730	
0.01000000	1.22668641	0.00040277	0.02246311	0.00006964	0.00084174	0.00011263	
0.01000000	1.24795384	0.00039817	0.02233183	0.00008481	0.00084265	0.00013046	
0.01000000	1.19204927	0.00040439	0.02219250	0.00007750	0.00083197	0.00012422	
0.01000000	1.16603001	0.00039535	0.02201233	0.00006037	0.00082265	0.00009807	
0.01000000	1.11756678	0.00038838	0.02198432	0.00005135	0.00077426	0.00009476	
0.01000000	1.09981138	0.00038295	0.02182562	0.00005143	0.00076033	0.00009728	
0.01000000	1.11341176	0.00039321	0.02182201	0.00004761	0.00077670	0.00009176	
0.01000000	1.27467931	0.00037901	0.02170785	0.00013324	0.00083488	0.00016694	
0.01000000	1.09225300	0.00037850	0.02147219	0.00008106	0.00076489	0.00011292	
0.01000000	1.13779528	0.00036965	0.02132115	0.00007601	0.00077404	0.00010720	
0.01000000	1.08173884	0.00037590	0.02122204	0.00005354	0.00075464	0.00009044	
0.01000000	1.04215916	0.00036902	0.02113446	0.00005424	0.00072298	0.00008550	
0.01000000	1.04678136	0.00035713	0.02091955	0.00004508	0.00074278	0.00008028	
0.01000000	1.04738948	0.00036057	0.02095782	0.00006989	0.00073217	0.00009457	
0.01000000	1.00483926	0.00035460	0.02075929	0.00005066	0.00070529	0.00008349	
0.01000000	1.01595805	0.00037132	0.02066578	0.00005491	0.00071563	0.00008802	
0.01000000	1.26873512	0.00037465	0.02048871	0.00022383	0.00083092	0.00022275	
0.01000000	1.26043867	0.00034756	0.02048713	0.00016380	0.00076920	0.00017411	
0.01000000	0.97076850	0.00034649	0.02014470	0.00004640	0.00068264	0.00007790	
0.01000000	1.00354989	0.00034266	0.02007876	0.00006195	0.00069442	0.00009017	
0.01000000	0.96495307	0.00034198	0.02000152	0.00005306	0.00067226	0.00007586	
0.01000000	0.93295848	0.00033377	0.01983886	0.00003981	0.00065576	0.00007095	
0.01000000	0.98659175	0.00033246	0.01964047	0.00009364	0.00069781	0.00010346	
0.01000000	1.25242822	0.00037711	0.01983945	0.00023563	0.00079522	0.00023022	
0.01000000	2.14419080	0.00052098	0.01965250	0.00084313	0.00125477	0.00074095	
0.01000000	4.20944421	0.00051906	0.02047449	0.00188182	0.00204359	0.00154278	
0.01000000	3.42919207	0.00027356	0.01934483	0.00106094	0.00139592	0.00088087	
0.01000000	1.24967961	0.00032025	0.01883158	0.00028956	0.00085062	0.00028899	
0.01000000	1.10664809	0.00033185	0.01878094	0.00012714	0.00071004	0.00014215	
0.01000000	1.30209442	0.00029497	0.01839965	0.00019466	0.00076656	0.00020463	
0.01000000	1.28404223	0.00028630	0.01824008	0.00026293	0.00081639	0.00025806	
0.01000000	1.03603517	0.00030811	0.01797067	0.00013931	0.00072120	0.00014570	
0.01000000	1.14928997	0.00029239	0.01798079	0.00013549	0.00069844	0.00014380	
0.01000000	1.04642400	0.00026849	0.01773846	0.00011891	0.00068564	0.00012805	
0.01000000	0.85092671	0.00026886	0.01776472	0.00004053	0.00060861	0.00006446	
0.01000000	1.01856827	0.00028135	0.01767916	0.00014882	0.00069862	0.00014323	
0.01000000	0.94722272	0.00029101	0.01758143	0.00010344	0.00064719	0.00010874	
0.01000000	1.12018275	0.00026777	0.01738200	0.00016060	0.00068986	0.00015547	
0.01000000	0.85847370	0.00028625	0.01730002	0.00005864	0.00061215	0.00007931	
0.01000000	0.92921240	0.00026441	0.01729231	0.00009434	0.00060586	0.00010692	
0.01000000	0.80491527	0.00025795	0.01713282	0.00003941	0.00056612	0.00005793	
0.01000000	0.82486356	0.00025504	0.01697420	0.00006308	0.00058647	0.00007019	
0.01000000	0.83015643	0.00025186	0.01700699	0.00005030	0.00057353	0.00006227	
